#AUTHID,text,cEXT,cNEU,cAGR,cCON,cOPN
1998_959379.txt,,n,y,n,n,y
1998_959637.txt,,y,n,n,n,y
1998_959671.txt,,n,n,y,n,n
1998_959778.txt,,n,n,n,y,y
1998_961471.txt,,n,y,n,y,y
1998_962325.txt,,y,n,y,n,n
1998_969027.txt,,y,n,n,y,n
1998_973673.txt,,y,y,y,n,y
1998_973785.txt,,y,n,y,n,n
1998_976037.txt,,n,y,n,n,n
1998_976047.txt,,n,n,y,n,n
1998_976201.txt,,y,n,y,n,n
1998_978035.txt,,n,y,n,n,y
1998_979711.txt,,y,y,n,y,y
1998_984104.txt,,n,n,y,y,y
1998_987677.txt,,n,n,n,n,n
1998_990689.txt,,y,y,n,y,y
1998_992657.txt,,n,y,n,y,y
1998_995476.txt,,y,y,y,y,n
1998_995489.txt,,y,n,y,y,n
1998_997019.txt,,y,n,y,y,n
1999_015497.txt,,y,y,n,y,n
1999_017532.txt,,n,n,n,n,y
1999_017722.txt,,y,y,y,y,n
1999_026284.txt,,n,n,y,n,y
1999_031708.txt,,y,n,n,y,y
1999_034196.txt,,n,y,n,n,y
1999_035988.txt,,y,n,y,y,y
1999_036696.txt,,y,n,y,n,n
1999_037068.txt,,y,y,n,y,y
1999_038868.txt,,y,n,y,y,y
1999_044829.txt,,y,y,n,y,y
1999_048310.txt,,y,y,y,n,y
1999_048437.txt,,n,y,n,y,n
1999_051990.txt,,y,n,y,y,y
1999_053082.txt,,y,n,n,n,y
1999_054430.txt,,n,n,y,n,y
1999_059843.txt,,n,y,y,n,n
1999_065414.txt,,n,y,n,n,n
1999_073763.txt,,n,y,n,n,n
1999_092698.txt,,y,n,n,n,n
1999_111132.txt,,n,y,y,y,y
1999_116775.txt,,y,n,y,y,y
1999_120173.txt,,n,n,n,n,y
1999_120720.txt,,n,n,y,n,y
1999_144526.txt,,n,y,y,n,n
1999_149262.txt,,y,y,n,y,n
1999_161555.txt,,y,n,y,y,y
1999_163164.txt,,n,y,n,n,n
1999_179025.txt,,y,n,y,y,y
1999_180595.txt,,y,y,n,n,y
1999_203901.txt,,n,y,n,y,y
1999_262761.txt,,y,n,y,y,n
1999_266590.txt,,y,n,n,y,n
1999_290145.txt,,y,n,y,y,y
1999_301121.txt,,y,y,n,n,y
1999_322993.txt,,n,y,y,n,y
1999_351005.txt,,y,n,n,y,n
1999_412663.txt,,n,y,n,n,y
1999_413605.txt,,y,n,y,y,n
1999_417642.txt,,y,n,y,y,n
1999_419686.txt,,y,n,y,y,n
1999_431078.txt,,y,y,y,y,y
1999_431358.txt,,n,n,n,n,y
1999_453692.txt,,y,y,n,y,n
1999_463051.txt,,n,n,n,y,n
1999_474029.txt,,n,y,n,y,n
1999_481986.txt,,n,y,n,n,n
1999_496885.txt,,y,n,n,y,y
1999_498508.txt,,n,n,y,n,y
1999_504631.txt,,y,n,n,y,n
1999_509698.txt,,n,y,n,y,n
1999_510014.txt,,n,y,n,n,y
1999_512642.txt,,y,n,y,y,y
1999_513945.txt,,n,y,y,y,y
1999_514159.txt,,y,n,y,n,y
1999_517561.txt,,n,y,n,n,y
1999_518310.txt,,n,n,n,n,n
1999_518635.txt,,n,y,n,y,y
1999_519273.txt,,y,n,y,y,y
1999_530010.txt,,y,y,y,n,n
1999_531209.txt,,n,y,n,y,y
1999_532271.txt,,y,n,n,n,y
1999_532982.txt,,n,y,n,n,n
1999_533810.txt,,y,y,n,y,y
1999_534553.txt,,y,n,n,y,n
1999_534958.txt,,y,n,y,n,n
1999_536383.txt,,n,n,n,y,y
1999_536608.txt,,y,n,y,y,n
1999_536836.txt,,y,n,y,y,n
1999_538156.txt,,n,n,y,n,y
1999_539521.txt,,y,n,y,y,n
1999_539537.txt,,n,y,n,y,n
1999_539859.txt,,n,y,y,n,n
1999_542071.txt,,y,y,n,y,n
1999_543655.txt,,y,y,y,n,y
1999_550043.txt,,y,y,y,n,n
1999_550241.txt,,y,n,y,n,n
1999_550266.txt,,y,y,n,y,n
1999_550578.txt,,y,y,n,n,y
1999_550680.txt,,y,y,n,n,n
1999_551166.txt,,y,y,y,y,y
1999_551864.txt,,n,y,n,y,n
1999_553171.txt,,n,n,y,n,y
1999_553173.txt,,y,y,n,y,y
1999_553838.txt,,y,n,y,n,n
1999_554638.txt,,y,n,y,y,y
1999_554750.txt,,n,y,n,n,n
1999_555751.txt,,y,y,n,n,n
1999_555952.txt,,y,y,n,y,y
1999_556061.txt,,y,y,y,y,y
1999_556110.txt,,y,n,y,n,n
1999_556458.txt,,n,n,n,n,y
1999_556939.txt,,y,n,y,n,n
1999_557730.txt,,y,n,y,y,n
1999_557740.txt,,y,n,n,y,n
1999_558853.txt,,y,y,n,n,n
1999_559000.txt,,y,y,n,n,n
1999_559341.txt,,n,y,y,n,n
1999_559746.txt,,y,n,y,y,n
1999_559897.txt,,y,y,y,y,y
1999_559949.txt,,y,y,y,n,y
1999_559950.txt,,n,y,n,n,n
1999_560408.txt,,n,y,n,y,y
1999_570986.txt,,y,n,n,n,n
1999_571433.txt,,n,y,y,n,n
1999_571695.txt,,y,n,y,y,n
1999_572182.txt,,y,n,y,n,y
1999_572284.txt,,n,y,y,n,n
1999_572353.txt,,n,n,y,n,n
1999_572922.txt,,n,y,y,n,y
1999_572969.txt,,y,n,y,y,y
1999_573121.txt,,n,n,y,y,y
1999_573291.txt,,n,n,n,n,n
1999_574354.txt,,y,y,y,n,y
1999_574545.txt,,n,n,n,y,n
1999_574825.txt,,y,y,y,n,y
1999_575476.txt,,n,n,n,y,y
1999_576140.txt,,n,n,n,y,n
1999_576213.txt,,y,n,n,y,n
1999_576725.txt,,y,y,y,y,y
1999_578241.txt,,n,y,n,y,y
1999_578826.txt,,n,n,n,n,y
1999_590509.txt,,y,n,n,n,y
1999_592250.txt,,y,y,y,n,n
1999_595395.txt,,y,y,y,n,n
1999_595531.txt,,n,y,y,n,n
1999_595780.txt,,y,n,y,n,y
1999_598659.txt,,n,n,n,n,n
1999_599952.txt,,y,n,y,n,n
1999_602191.txt,,y,n,y,n,y
1999_606178.txt,,y,n,y,y,n
1999_609608.txt,,y,n,n,n,y
1999_614052.txt,,y,n,y,y,y
1999_617565.txt,,y,n,y,n,y
1999_619944.txt,,n,y,y,n,y
1999_631575.txt,,n,y,n,n,y
1999_632096.txt,,n,y,n,y,n
1999_632513.txt,,y,n,n,y,y
1999_632523.txt,,y,n,n,n,n
1999_633265.txt,,y,y,y,n,y
1999_633874.txt,,n,y,y,y,n
1999_634091.txt,,y,n,y,n,y
1999_634637.txt,,n,n,y,y,n
1999_637380.txt,,n,y,y,n,n
1999_638078.txt,,y,y,n,y,y
1999_638622.txt,,y,n,y,y,n
1999_638698.txt,,y,n,y,y,y
1999_639076.txt,,n,n,y,n,n
1999_639934.txt,,y,n,y,y,y
1999_640688.txt,,n,y,n,y,y
1999_643860.txt,,n,y,y,n,y
1999_652329.txt,,n,n,n,n,n
1999_652391.txt,,y,y,n,n,n
1999_652663.txt,,n,n,n,n,y
1999_653570.txt,,n,y,y,y,n
1999_655935.txt,,y,y,n,y,y
1999_656142.txt,,y,n,y,y,n
1999_656865.txt,,n,y,n,n,y
1999_657716.txt,,y,n,y,y,y
1999_658945.txt,,y,n,y,y,y
1999_658999.txt,,n,y,n,y,n
1999_670149.txt,,n,n,n,y,y
1999_670670.txt,,y,n,n,y,n
1999_670780.txt,,n,y,y,n,y
1999_672030.txt,,y,n,y,n,n
1999_673541.txt,,y,n,y,y,n
1999_674246.txt,,n,y,y,n,y
1999_674417.txt,,y,n,y,y,y
1999_674686.txt,,y,n,y,n,n
1999_674897.txt,,y,n,n,y,n
1999_675416.txt,,n,y,n,n,n
1999_676943.txt,,y,n,y,n,y
1999_679211.txt,,n,y,n,n,n
1999_680598.txt,,y,n,y,y,y
1999_680873.txt,,n,n,n,n,y
1999_685234.txt,,y,y,y,y,y
1999_691305.txt,,y,n,n,n,y
1999_692095.txt,,y,y,y,n,n
1999_693817.txt,,y,n,y,n,y
1999_694265.txt,,n,y,y,n,y
1999_695361.txt,,y,n,y,n,n
1999_696559.txt,,n,y,y,n,n
1999_696933.txt,,n,n,y,y,y
1999_697937.txt,,y,y,y,n,y
1999_699577.txt,,n,n,y,y,y
1999_699805.txt,,y,y,n,y,n
1999_700687.txt,,n,y,n,n,y
1999_701409.txt,,n,n,y,n,n
1999_701420.txt,,n,y,n,n,y
1999_703351.txt,,y,y,n,y,y
1999_703715.txt,,n,n,y,n,y
1999_706452.txt,,n,y,n,n,y
1999_707577.txt,,n,y,n,n,y
1999_710269.txt,,n,n,n,n,y
1999_711103.txt,,n,y,n,n,y
1999_714263.txt,,y,n,n,n,n
1999_714384.txt,,y,y,y,y,n
1999_714645.txt,,n,y,y,n,y
1999_715155.txt,,y,y,y,y,y
1999_716114.txt,,n,y,n,y,n
1999_718251.txt,,y,n,n,n,y
1999_718342.txt,,y,n,y,y,n
1999_718951.txt,,y,y,n,y,y
1999_731141.txt,,n,y,y,n,n
1999_731414.txt,,y,y,n,y,n
1999_732219.txt,,y,n,y,y,n
1999_732551.txt,,y,n,y,y,y
1999_735895.txt,,n,y,n,n,n
1999_736075.txt,,y,n,n,n,n
1999_736368.txt,,n,y,n,y,n
1999_737251.txt,,n,y,n,n,y
1999_738505.txt,,n,y,n,y,n
1999_739810.txt,,n,y,y,n,y
1999_741261.txt,,n,y,n,n,n
1999_742385.txt,,y,n,n,n,n
1999_748492.txt,,y,n,y,n,n
1999_750682.txt,,y,y,n,n,n
1999_752651.txt,,n,n,y,y,n
1999_756180.txt,,y,n,n,y,n
1999_756841.txt,,n,y,n,y,n
1999_757130.txt,,y,n,n,y,y
1999_765745.txt,,y,y,y,y,n
1999_771726.txt,,n,n,y,n,n
1999_772974.txt,,y,n,y,y,n
1999_775955.txt,,n,y,n,y,y
1999_777564.txt,,y,y,n,y,y
1999_779803.txt,,y,y,y,n,y
1999_780103.txt,,y,y,n,y,n
1999_781663.txt,,n,y,n,n,n
1999_782869.txt,,y,n,y,n,y
1999_785713.txt,,y,n,y,n,y
1999_787498.txt,,y,y,n,y,y
1999_787983.txt,,y,n,n,n,y
1999_792249.txt,,n,y,y,n,n
1999_792994.txt,,y,y,y,y,n
1999_793883.txt,,n,y,y,y,y
1999_794411.txt,,n,n,y,n,n
1999_794811.txt,,n,y,n,n,n
1999_799457.txt,,y,n,y,y,n
1999_800087.txt,,n,y,n,n,y
1999_801057.txt,,y,y,y,y,y
1999_810023.txt,,n,y,n,n,n
1999_811591.txt,,n,y,y,y,n
1999_811679.txt,,y,y,n,n,n
1999_812401.txt,,n,n,y,y,y
1999_813486.txt,,n,y,y,n,n
1999_814133.txt,,n,y,n,n,n
1999_814929.txt,,y,n,y,n,y
1999_815617.txt,,n,n,n,y,y
1999_815984.txt,,y,n,n,y,n
1999_818192.txt,,y,n,y,y,y
1999_819302.txt,,n,y,y,n,y
1999_821141.txt,,n,n,y,n,y
1999_832140.txt,,y,y,n,n,y
1999_835497.txt,,y,y,n,n,y
1999_836030.txt,,y,n,n,n,y
1999_836170.txt,,n,y,y,y,n
1999_837226.txt,,n,y,n,n,y
1999_838579.txt,,n,y,y,n,y
1999_838641.txt,,y,n,y,y,n
1999_838987.txt,,y,y,y,y,y
1999_839013.txt,,y,n,y,y,y
1999_840252.txt,,y,n,y,n,n
1999_846387.txt,,y,y,n,y,y
1999_851896.txt,,n,n,n,y,n
1999_851919.txt,,y,n,y,y,n
1999_852154.txt,,y,n,y,n,y
1999_852277.txt,,y,y,y,y,n
1999_853304.txt,,n,y,y,n,y
1999_853377.txt,,y,y,n,n,n
1999_854382.txt,,n,y,y,y,n
1999_854693.txt,,n,y,n,n,y
1999_855558.txt,,y,n,y,n,y
1999_855682.txt,,y,y,n,n,y
1999_856386.txt,,n,y,n,y,n
1999_859522.txt,,n,n,y,n,y
1999_859566.txt,,n,n,y,n,y
1999_869069.txt,,y,y,y,n,n
1999_871353.txt,,n,y,n,y,n
1999_871544.txt,,n,n,y,y,n
1999_872645.txt,,y,y,y,n,y
1999_872843.txt,,y,n,y,y,y
1999_873155.txt,,y,y,y,y,n
1999_873499.txt,,y,n,y,y,n
1999_873569.txt,,y,y,n,n,y
1999_874130.txt,,n,n,y,y,y
1999_874234.txt,,n,n,y,n,y
1999_876264.txt,,y,n,n,n,n
1999_876535.txt,,n,n,y,n,y
1999_877024.txt,,n,y,n,y,y
1999_877268.txt,,y,n,y,n,y
1999_877795.txt,,y,y,y,y,y
1999_877851.txt,,y,n,y,y,n
1999_879977.txt,,n,y,n,n,y
1999_886360.txt,,n,y,y,n,y
1999_887899.txt,,n,y,n,y,n
1999_888427.txt,,n,y,n,y,n
1999_890093.txt,,n,n,y,y,y
1999_890187.txt,,n,n,y,n,y
1999_890258.txt,,y,y,y,y,n
1999_890629.txt,,y,y,n,n,n
1999_892421.txt,,n,y,y,n,y
1999_892501.txt,,y,n,n,n,n
1999_892569.txt,,y,y,y,n,n
1999_893124.txt,,y,y,n,n,y
1999_894712.txt,,y,n,y,y,y
1999_895575.txt,,n,n,n,n,y
1999_896020.txt,,n,n,y,y,y
1999_896023.txt,,y,n,y,y,y
1999_896204.txt,,y,n,y,y,n
1999_897233.txt,,n,y,n,n,y
1999_901945.txt,,y,n,y,y,n
1999_903880.txt,,n,n,y,y,y
1999_908748.txt,,y,n,n,y,y
1999_910113.txt,,n,y,y,y,n
1999_911756.txt,,y,y,y,y,y
1999_911928.txt,,n,n,n,y,y
1999_912253.txt,,n,y,y,y,n
1999_912499.txt,,n,y,n,y,n
1999_912743.txt,,y,y,y,y,y
1999_913026.txt,,y,n,y,y,n
1999_913369.txt,,n,n,n,n,y
1999_915168.txt,,n,y,y,y,n
1999_915239.txt,,y,n,n,n,n
1999_915366.txt,,y,n,y,y,n
1999_915632.txt,,n,n,n,y,n
1999_915866.txt,,n,n,y,n,y
1999_916221.txt,,y,n,y,y,y
1999_916431.txt,,y,n,y,y,y
1999_916443.txt,,y,y,n,n,n
1999_916457.txt,,n,y,n,n,y
1999_916707.txt,,n,n,n,n,y
1999_917031.txt,,y,y,y,y,n
1999_917645.txt,,y,n,n,y,n
1999_917875.txt,,y,y,n,n,y
1999_917974.txt,,y,y,n,y,y
1999_918847.txt,,n,y,y,n,y
1999_919095.txt,,n,y,n,y,y
1999_919150.txt,,y,y,n,n,y
1999_919315.txt,,n,n,y,n,n
1999_919689.txt,,y,y,n,n,n
1999_919796.txt,,n,y,y,n,n
1999_919820.txt,,y,y,n,y,n
1999_927566.txt,,y,y,n,y,y
1999_930619.txt,,y,y,y,y,y
1999_931394.txt,,n,y,n,y,n
1999_931826.txt,,y,y,y,y,n
1999_931987.txt,,n,n,y,n,y
1999_932586.txt,,n,n,n,y,n
1999_933074.txt,,n,y,y,n,y
1999_933177.txt,,y,n,y,y,n
1999_933681.txt,,y,n,y,n,n
1999_934402.txt,,y,y,y,y,n
1999_934482.txt,,n,y,n,n,n
1999_934611.txt,,y,n,n,n,y
1999_935355.txt,,y,n,y,n,y
1999_935699.txt,,y,n,y,y,y
1999_935891.txt,,n,n,y,n,y
1999_936347.txt,,n,y,n,y,y
1999_937378.txt,,y,n,n,y,y
1999_938294.txt,,y,n,n,y,n
1999_939985.txt,,n,y,y,n,y
1999_946196.txt,,y,n,y,n,n
1999_949937.txt,,y,y,y,n,y
1999_950573.txt,,y,y,y,n,y
1999_950942.txt,,n,y,n,y,n
1999_955689.txt,,n,y,y,n,n
1999_956491.txt,,y,n,y,n,n
1999_956679.txt,,n,n,y,n,y
1999_958720.txt,,n,n,n,y,y
1999_959624.txt,,y,n,y,y,n
1999_959747.txt,,n,n,y,y,y
1999_971541.txt,,y,y,y,n,y
1999_971941.txt,,y,y,y,n,y
1999_972522.txt,,n,n,n,n,n
1999_973303.txt,,y,n,y,y,y
1999_973407.txt,, one of them was pre-cal and I knew I could hadle that so it was basically only e306. Some other thoughts that also come to my mind at this moment are thoughts about my parents and how I miss them and my rest of my family back home. Thinking about that sometimes makes me sad but I don't let it get to me. I am usually a very happy person and people can tell when something is bothering me or not. lately I have not gone out mainly because no one has really invited me go out with them. But also because I have been a little low on money. There is money in the bank but I don't know for how long there will be money there. This summer I spent a lot more monwy than I should have spent. I don't usually worry about money but I really spent a lot and the worst part of it is that I don't know waht I spent it on. at this instant I am thinkign about my grades I got this summer. I was disappointed with them because I know I could of done better. I got a B in English in which I  am pretty satisfied because I can't write good at all. But I know I should of gotten an A in PRE Cal. I put a lot of effort and I thought I deserved an A but the teacher ws sort of a Bi---- towards the end. I was really frustrated with this. I had never been so caught on grades until this occurred. So instead of starting my college career with a 3. 5 I started with a f******* 3. 0. this really frieken sucks big time. ,y,n,y,n
1999_974189.txt,,y,y,n,y,n
1999_974267.txt,,n,y,n,n,y
1999_974896.txt,,n,n,n,n,y
1999_975769.txt,,n,y,n,n,y
1999_976054.txt,,n,n,y,n,y
1999_977072.txt,,n,n,n,n,y
1999_977136.txt,,n,y,n,y,n
1999_977955.txt,,y,n,y,y,n
1999_978044.txt,,n,y,y,n,y
1999_990785.txt,,y,y,y,y,y
1999_994744.txt,,y,n,y,y,y
1999_995708.txt,,y,n,y,y,y
1999_997807.txt,,n,y,n,n,y
2000_017203.txt,,n,y,y,n,n
2000_018694.txt,,y,y,y,n,n
2000_025613.txt,,y,y,n,y,y
2000_036354.txt,,n,y,y,y,n
2000_037152.txt,,y,y,y,y,y
2000_043320.txt,,y,y,n,n,n
2000_046320.txt,,y,n,n,y,n
2000_053427.txt,,y,n,y,y,y
2000_055956.txt,,n,y,n,n,n
2000_056817.txt,,n,y,n,n,y
2000_068873.txt,,n,n,n,y,y
2000_070391.txt,,y,n,y,y,y
2000_071231.txt,,y,n,y,n,y
2000_071590.txt,,n,y,n,n,n
2000_072770.txt,,y,y,n,n,y
2000_073377.txt,,y,y,n,n,y
2000_073482.txt,,y,y,y,n,y
2000_075257.txt,,y,n,n,y,y
2000_076876.txt,,n,y,n,n,n
2000_087939.txt,,n,y,y,n,n
2000_089261.txt,,y,n,y,y,y
2000_092791.txt,,n,y,n,n,y
2000_094896.txt,,n,y,n,n,y
2000_095846.txt,,y,y,n,y,n
2000_103398.txt,,n,y,y,y,n
2000_106715.txt,,y,y,y,y,y
2000_108295.txt,,n,y,n,n,y
2000_113623.txt,,y,n,y,y,y
2000_116293.txt,,n,n,n,y,y
2000_125276.txt,,n,y,n,y,n
2000_125323.txt,,y,n,y,y,y
2000_126788.txt,,n,n,y,n,y
2000_127329.txt,,y,n,y,y,y
2000_129388.txt,,y,y,y,y,y
2000_129591.txt,,y,n,y,y,y
2000_136760.txt,,y,y,y,n,y
2000_137009.txt,,n,y,y,n,y
2000_142386.txt,,y,y,n,y,n
2000_147469.txt,,y,y,y,y,n
2000_149433.txt,,y,y,y,y,y
2000_164084.txt,,y,n,y,n,n
2000_165339.txt,,n,y,n,y,n
2000_169838.txt,,n,y,n,n,y
2000_182860.txt,,n,y,n,n,y
2000_192088.txt,,y,n,y,y,n
2000_193715.txt,,n,n,y,n,n
2000_195422.txt,,n,y,y,n,y
2000_201466.txt,,n,y,y,n,y
2000_201617.txt,,y,n,n,y,n
2000_202633.txt,,n,n,y,y,n
2000_202646.txt,,n,y,n,y,y
2000_209131.txt,,n,y,y,y,y
2000_220258.txt,,y,y,n,n,y
2000_228423.txt,,y,y,n,y,y
2000_243888.txt,,n,y,y,n,n
2000_249703.txt,,n,n,y,y,n
2000_263307.txt,,n,n,y,y,n
2000_265656.txt,,y,y,y,n,n
2000_326314.txt,,y,n,y,n,y
2000_344399.txt,,n,y,y,y,n
2000_355626.txt,,n,y,n,n,y
2000_361463.txt,,y,n,n,n,n
2000_366096.txt,,n,y,n,y,n
2000_383598.txt,,n,n,y,y,n
2000_392315.txt,,y,n,n,n,n
2000_395177.txt,,y,n,y,y,y
2000_399465.txt,,n,n,n,y,n
2000_426306.txt,,y,n,y,y,n
2000_434142.txt,,n,y,n,n,n
2000_438850.txt,,n,y,y,n,n
2000_438892.txt,,y,y,y,n,y
2000_444531.txt,,n,y,n,n,n
2000_445053.txt,,y,n,y,n,n
2000_449662.txt,,y,n,y,n,n
2000_457131.txt,,n,n,n,y,y
2000_471124.txt,,y,n,n,n,y
2000_473088.txt,,y,n,n,n,y
2000_474953.txt,,n,y,n,n,n
2000_476720.txt,,n,n,y,n,y
2000_479895.txt,,y,n,y,y,n
2000_488372.txt,,n,y,n,y,n
2000_489004.txt,,n,n,n,n,n
2000_491338.txt,,n,y,n,n,n
2000_491597.txt,,n,y,n,y,y
2000_493241.txt,,n,y,y,y,y
2000_493416.txt,,n,n,n,n,n
2000_495087.txt,,n,y,n,y,n
2000_496987.txt,,y,n,y,y,y
2000_502904.txt,,n,y,n,n,n
2000_506851.txt,,n,y,n,n,n
2000_511532.txt,,y,n,y,y,y
2000_515950.txt,,n,y,n,n,y
2000_518815.txt,,y,n,n,y,y
2000_522291.txt,,n,y,n,y,n
2000_532944.txt,,y,y,y,n,n
2000_535579.txt,,n,y,n,y,y
2000_535643.txt,,n,n,n,y,n
2000_536125.txt,,y,n,y,y,y
2000_538230.txt,,y,n,y,y,n
2000_538992.txt,,y,y,n,n,n
2000_550042.txt,,n,y,n,n,n
2000_551546.txt,,n,y,n,n,n
2000_551702.txt,,y,n,y,n,n
2000_552630.txt,,y,n,n,y,y
2000_553353.txt,,n,y,n,y,y
2000_553656.txt,,y,n,n,n,y
2000_554253.txt,,n,n,n,y,y
2000_554818.txt,,n,n,n,y,n
2000_555436.txt,,n,y,y,y,y
2000_555854.txt,,n,n,y,y,n
2000_556086.txt,,y,n,n,y,n
2000_556251.txt,,n,n,n,y,n
2000_556380.txt,,n,n,n,n,n
2000_556394.txt,,y,y,y,y,n
2000_557603.txt,,n,n,n,n,n
2000_557731.txt,,y,n,n,y,n
2000_558628.txt,,n,y,n,y,n
2000_559995.txt,,n,n,n,n,n
2000_570524.txt,,n,y,y,n,n
2000_571000.txt,,y,y,n,n,y
2000_571136.txt,,n,n,y,y,n
2000_571191.txt,,n,n,y,y,n
2000_572078.txt,,y,n,y,y,y
2000_572190.txt,,n,y,y,y,y
2000_572513.txt,,y,n,y,y,y
2000_573032.txt,,n,y,n,n,n
2000_573694.txt,,y,y,n,n,y
2000_574185.txt,,y,n,y,y,y
2000_574384.txt,,n,y,n,y,y
2000_575013.txt,,n,y,y,n,n
2000_575736.txt,,n,n,n,n,n
2000_576170.txt,,n,n,y,y,n
2000_576206.txt,,n,n,y,y,n
2000_576262.txt,,y,y,n,n,n
2000_576785.txt,,y,n,n,y,y
2000_576862.txt,,y,n,y,n,y
2000_577273.txt,,y,y,y,n,n
2000_578422.txt,,y,n,y,y,y
2000_579092.txt,,n,y,n,y,n
2000_579113.txt,,y,y,y,y,n
2000_579209.txt,,y,n,y,y,n
2000_588595.txt,,n,y,y,y,n
2000_590024.txt,,n,n,n,n,n
2000_590052.txt,,y,y,n,y,y
2000_591006.txt,,y,n,y,y,y
2000_592197.txt,,n,y,n,n,y
2000_593590.txt,,y,n,y,y,y
2000_594909.txt,,y,y,y,y,n
2000_595506.txt,,y,n,n,y,n
2000_595927.txt,,y,n,n,n,y
2000_597336.txt,,y,y,n,y,n
2000_597791.txt,,y,y,n,y,n
2000_598240.txt,,n,y,n,n,y
2000_598326.txt,,y,y,n,y,y
2000_603647.txt,,n,y,n,n,n
2000_603794.txt,,y,n,n,y,n
2000_609764.txt,,n,y,n,n,y
2000_611855.txt,,n,n,y,y,y
2000_612220.txt,,y,y,n,y,n
2000_613264.txt,,n,y,y,y,n
2000_617458.txt,,y,y,y,n,y
2000_618192.txt,,y,n,y,y,n
2000_618252.txt,,n,y,n,n,y
2000_624145.txt,,n,y,n,n,n
2000_625276.txt,,y,n,y,y,y
2000_626823.txt,,y,n,y,n,n
2000_627458.txt,,y,n,y,y,n
2000_630184.txt,,n,y,y,y,n
2000_630441.txt,,y,n,y,y,y
2000_631445.txt,,n,n,y,n,y
2000_632019.txt,,y,n,y,y,y
2000_632418.txt,,n,n,y,y,n
2000_633128.txt,,n,y,n,y,n
2000_634121.txt,,n,n,y,n,n
2000_634868.txt,,n,n,n,y,y
2000_635111.txt,,y,n,n,y,y
2000_635183.txt,,n,y,n,y,y
2000_635601.txt,,y,n,y,n,y
2000_636338.txt,,n,y,y,y,y
2000_637256.txt,,y,y,n,n,n
2000_638334.txt,,y,y,y,y,y
2000_639729.txt,,n,y,y,n,n
2000_650927.txt,,n,n,y,n,y
2000_651614.txt,,y,y,y,y,n
2000_654054.txt,,y,n,n,y,y
2000_654531.txt,,n,y,n,n,y
2000_654664.txt,,y,n,n,y,y
2000_654954.txt,,n,n,y,n,n
2000_655876.txt,,n,y,n,n,n
2000_656111.txt,,y,y,n,n,y
2000_657578.txt,,n,y,n,n,n
2000_657883.txt,,n,y,y,y,y
2000_658123.txt,,y,y,n,n,n
2000_658182.txt,,n,y,y,n,y
2000_658353.txt,,y,y,y,y,n
2000_669620.txt,,y,n,n,y,y
2000_670361.txt,,y,n,n,n,y
2000_670567.txt,,n,n,y,y,y
2000_672399.txt,,y,y,n,n,n
2000_672860.txt,,n,n,y,y,n
2000_673542.txt,,n,n,n,n,n
2000_674316.txt,,y,y,n,n,y
2000_676072.txt,,y,y,n,y,y
2000_676612.txt,,n,n,n,y,n
2000_677716.txt,,y,n,n,n,y
2000_678534.txt,,n,n,y,y,n
2000_678824.txt,,y,n,y,y,n
2000_679010.txt,,y,n,y,y,n
2000_681563.txt,,n,y,n,n,n
2000_681975.txt,,n,y,n,n,n
2000_681979.txt,,y,y,y,n,y
2000_686023.txt,,y,n,n,y,y
2000_686663.txt,,n,y,y,n,n
2000_691241.txt,,n,y,y,y,n
2000_691500.txt,,y,n,y,n,y
2000_692520.txt,,n,y,n,n,y
2000_692644.txt,,y,n,n,y,n
2000_693765.txt,,y,y,n,y,n
2000_695124.txt,,n,n,y,y,y
2000_695156.txt,,n,y,n,n,n
2000_695312.txt,,y,y,n,y,y
2000_695512.txt,,y,y,n,y,n
2000_696080.txt,,y,n,y,y,y
2000_697879.txt,,n,n,y,y,y
2000_697936.txt,,n,y,n,y,n
2000_699624.txt,,y,n,y,y,y
2000_705533.txt,,y,n,y,n,y
2000_708496.txt,,n,y,n,y,n
2000_708835.txt,,n,n,y,y,y
2000_710105.txt,,y,y,y,y,y
2000_710150.txt,,y,y,y,n,n
2000_710213.txt,,y,y,n,n,y
2000_711029.txt,,y,n,n,n,n
2000_711990.txt,,n,n,y,y,y
2000_713951.txt,,y,y,n,n,y
2000_715549.txt,,y,y,n,y,n
2000_715921.txt,,y,n,y,y,n
2000_716913.txt,,y,y,y,n,y
2000_718172.txt,,n,y,n,n,y
2000_718183.txt,,n,n,n,y,y
2000_720844.txt,,n,n,n,y,n
2000_722078.txt,,n,y,y,n,n
2000_725071.txt,,n,y,n,y,n
2000_725207.txt,,n,n,n,n,y
2000_727952.txt,,y,n,y,y,y
2000_732617.txt,,n,y,n,y,y
2000_732735.txt,,n,y,n,y,y
2000_733409.txt,,y,n,y,n,y
2000_735261.txt,,y,n,n,n,y
2000_738686.txt,,n,n,n,y,y
2000_738753.txt,,y,n,n,y,n
2000_739608.txt,,n,y,n,n,n
2000_739643.txt,,n,y,n,y,n
2000_739722.txt,,n,n,y,n,n
2000_740979.txt,,n,y,n,n,n
2000_741743.txt,,n,n,y,n,y
2000_744485.txt,,y,n,y,y,y
2000_750679.txt,,n,y,y,n,y
2000_750971.txt,,y,n,y,y,y
2000_751883.txt,,n,y,n,y,y
2000_752178.txt,,y,n,n,y,n
2000_752353.txt,,y,y,n,y,n
2000_758465.txt,,n,y,y,n,n
2000_758531.txt,,y,y,n,y,y
2000_759523.txt,,n,n,y,y,n
2000_761809.txt,,y,y,y,y,y
